TABLE_NAME,COLUMN_NAME
DM_INV_HEPATITIS_B_C_CHRONIC,ORGANIZATION_UID
DM_INV_HEPATITIS_B_C_CHRONIC,PHC_INV_UID
DM_INV_HEPATITIS_B_C_CHRONIC,PHYS_UID
DM_INV_HEPATITIS_B_C_CHRONIC,PROVIDER_UID
DM_INV_HEPATITIS_B_C_CHRONIC,REPORTING_FACILITY_UID
DM_INV_HEPATITIS_B_C_CHRONIC,RPT_PRV_UID
DM_INV_HEPATITIS_B_PERINATAL,HSP_UID
DM_INV_HEPATITIS_B_PERINATAL,ORGANIZATION_UID
DM_INV_HEPATITIS_B_PERINATAL,PHC_INV_UID
DM_INV_HEPATITIS_B_PERINATAL,PHYS_UID
DM_INV_HEPATITIS_B_PERINATAL,PROVIDER_UID
DM_INV_HEPATITIS_B_PERINATAL,REPORTING_FACILITY_UID
DM_INV_HEPATITIS_B_PERINATAL,RPT_PRV_UID
DM_INV_HEPATITIS_CORE,HSP_UID
DM_INV_HEPATITIS_CORE,ORGANIZATION_UID
DM_INV_HEPATITIS_CORE,PHC_INV_UID
DM_INV_HEPATITIS_CORE,PHYS_UID
DM_INV_HEPATITIS_CORE,PROVIDER_UID
DM_INV_HEPATITIS_CORE,REPORTING_FACILITY_UID
DM_INV_HEPATITIS_CORE,RPT_PRV_UID
DM_INV_HIV,CA_SPVR_UID
DM_INV_HIV,FUP_INV_UID
DM_INV_HIV,FUP_ORG_UID
DM_INV_HIV,FUP_PRV_UID
DM_INV_HIV,FUP_SPVR_UID
DM_INV_HIV,HSP_UID
DM_INV_HIV,IFUP_ASG_UID
DM_INV_HIV,IFUP_INV_UID
DM_INV_HIV,INIT_IXS_UID
DM_INV_HIV,ORGANIZATION_UID
DM_INV_HIV,PHC_CLS_UID
DM_INV_HIV,PHC_DSP_UID
DM_INV_HIV,PHC_INV_UID
DM_INV_HIV,PHC_IXS_UID
DM_INV_HIV,PHYS_UID
DM_INV_HIV,PROVIDER_UID
DM_INV_HIV,REPORTING_FACILITY_UID
DM_INV_HIV,RPT_PRV_UID
DM_INV_HIV,SURV_INV_UID
DM_INV_MIS_COVID_19,HSP_UID
DM_INV_MIS_COVID_19,ORGANIZATION_UID
DM_INV_MIS_COVID_19,PHC_INV_UID
DM_INV_MIS_COVID_19,PHYS_UID
DM_INV_MIS_COVID_19,PROVIDER_UID
DM_INV_MIS_COVID_19,REPORTING_FACILITY_UID
DM_INV_MIS_COVID_19,RPT_PRV_UID
DM_INV_STD,CA_SPVR_UID
DM_INV_STD,FUP_INV_UID
DM_INV_STD,FUP_ORG_UID
DM_INV_STD,FUP_PRV_UID
DM_INV_STD,FUP_SPVR_UID
DM_INV_STD,HSP_UID
DM_INV_STD,IFUP_ASG_UID
DM_INV_STD,IFUP_INV_UID
DM_INV_STD,INIT_IXS_UID
DM_INV_STD,ORGANIZATION_UID
DM_INV_STD,PHC_CLS_UID
DM_INV_STD,PHC_DSP_UID
DM_INV_STD,PHC_INV_UID
DM_INV_STD,PHC_IXS_UID
DM_INV_STD,PHYS_UID
DM_INV_STD,PROVIDER_UID
DM_INV_STD,REPORTING_FACILITY_UID
DM_INV_STD,RPT_PRV_UID
DM_INV_STD,SURV_INV_UID
DQ_ALL_CASE,EVENT_UID
ENTITY_KEYSTORE_INC,HOSPITAL_UID
ENTITY_KEYSTORE_INC,INVESTIGATOR_UID
ENTITY_KEYSTORE_INC,ORG_AS_REPORTER_UID
ENTITY_KEYSTORE_INC,PAGE_CASE_UID
ENTITY_KEYSTORE_INC,PATIENT_UID
ENTITY_KEYSTORE_INC,PERSON_AS_REPORTER_UID
ENTITY_KEYSTORE_INC,PHYSICIAN_UID
ENTITY_KEYSTORE_STD,HOSPITAL_UID
ENTITY_KEYSTORE_STD,INVESTIGATOR_UID
ENTITY_KEYSTORE_STD,ORG_AS_REPORTER_UID
ENTITY_KEYSTORE_STD,PAGE_CASE_UID
ENTITY_KEYSTORE_STD,PATIENT_UID
ENTITY_KEYSTORE_STD,PERSON_AS_REPORTER_UID
ENTITY_KEYSTORE_STD,PHYSICIAN_UID
ETL_DQ_LOG,ETL_DQ_LOG_UID
ETL_DQ_LOG,EVENT_UID
ETL_DQ_LOG,job_batch_log_UID
ETL_HEALTH_CHECK_PAT_DATA,PATIENT_EVENT_UID
ETL_HEALTH_CHECK_PAT_DATA,PATIENT_MPR_UID
ETL_HEALTH_CHECK_PAT_DATA,PATIENT_UID
ETL_MISSING_PATIENT,ETL_MISSING_RECORD_UID
ETL_MISSING_PATIENT,EVENT_UID
ETL_MISSING_PATIENT,PATIENT_UID
ETL_MISSING_PATIENT,PROCESS_UID
ETL_MISSING_RECORD,ACTIVITY_LOG_MASTER_UID
ETL_MISSING_RECORD,ETL_MISSING_RECORD_UID
ETL_MISSING_RECORD,EVENT_UID
ETL_MISSING_RECORD,PATIENT_UID
ETL_MISSING_RECORD,PROCESS_UID
ETL_PROCESS,process_uid
EVENT_METRIC,EVENT_UID
EVENT_METRIC_INC,EVENT_UID
F_S_INV_CASE,HOSPITAL_UID
F_S_INV_CASE,INVESTIGATOR_uid
F_S_INV_CASE,ORDERING_FACILTY_UID
F_S_INV_CASE,ORG_AS_REPORTER_UID
F_S_INV_CASE,PAGE_CASE_UID
F_S_INV_CASE,patient_uid
F_S_INV_CASE,PERSON_AS_REPORTER_UID
F_S_INV_CASE,PHYSICIAN_UID
F_S_STD_HIV_CASE,HOSPITAL_UID
F_S_STD_HIV_CASE,INVESTIGATOR_uid
F_S_STD_HIV_CASE,ORDERING_FACILTY_UID
F_S_STD_HIV_CASE,ORG_AS_REPORTER_UID
F_S_STD_HIV_CASE,PAGE_CASE_UID
F_S_STD_HIV_CASE,patient_uid
F_S_STD_HIV_CASE,PERSON_AS_REPORTER_UID
F_S_STD_HIV_CASE,PHYSICIAN_UID
F_S_TB_PAM,HOSPITAL_UID
F_S_TB_PAM,ORG_AS_REPORTER_UID
F_S_TB_PAM,PERSON_AS_REPORTER_UID
F_S_TB_PAM,PERSON_UID
F_S_TB_PAM,PHYSICIAN_UID
F_S_TB_PAM,PROVIDER_UID
F_S_TB_PAM,TB_PAM_UID
F_S_VAR_PAM,HOSPITAL_UID
F_S_VAR_PAM,ORG_AS_REPORTER_UID
F_S_VAR_PAM,PERSON_AS_REPORTER_UID
F_S_VAR_PAM,PERSON_UID
F_S_VAR_PAM,PHYSICIAN_UID
F_S_VAR_PAM,PROVIDER_UID
F_S_VAR_PAM,VAR_PAM_UID
GEOCODING_LOCATION,entity_uid
GEOCODING_LOCATION,geocoding_result_uid
GEOCODING_LOCATION,postal_locator_uid
HEP100,CASE_UID
HEP100,INVESTIGATOR_UID
HEP100,PATIENT_UID
HEP100,PHYSICIAN_UID
HEP100,REPORTING_SOURCE_UID
HEPATITIS_DATAMART,CASE_UID
HEPATITIS_DATAMART,INVESTIGATOR_UID
HEPATITIS_DATAMART,PATIENT_UID
HEPATITIS_DATAMART,PHYSICIAN_UID
HEPATITIS_DATAMART,REPORTING_SOURCE_UID
INVESTIGATION,CASE_UID
L_ADDL_RISK,NBS_CASE_ANSWER_UID
L_ADDL_RISK,TB_PAM_UID
L_CONFIRMATION_METHOD,CASE_UID
L_CONTACT_RECORD,CT_CONTACT_UID
L_DISEASE_SITE,NBS_CASE_ANSWER_UID
L_DISEASE_SITE,TB_PAM_UID
L_GT_12_REAS,NBS_CASE_ANSWER_UID
L_GT_12_REAS,TB_PAM_UID
L_HC_PROV_TY_3,NBS_CASE_ANSWER_UID
L_HC_PROV_TY_3,TB_PAM_UID
L_INTERVIEW,INTERVIEW_UID
L_INTERVIEW_NOTE,NBS_ANSWER_UID
L_INV_ADMINISTRATIVE,PAGE_CASE_UID
L_INV_ADMINISTRATIVE_INC,PAGE_CASE_UID
L_INV_ADMINISTRATIVE_INC,PAGE_CASE_UID_N
L_INV_ADMINISTRATIVE_INC,PAGE_CASE_UID_NE
L_INV_CLINICAL,PAGE_CASE_UID
L_INV_CLINICAL_INC,PAGE_CASE_UID
L_INV_CLINICAL_INC,PAGE_CASE_UID_N
L_INV_CLINICAL_INC,PAGE_CASE_UID_NE
L_INV_COMPLICATION,PAGE_CASE_UID
L_INV_COMPLICATION_INC,PAGE_CASE_UID
L_INV_COMPLICATION_INC,PAGE_CASE_UID_N
L_INV_COMPLICATION_INC,PAGE_CASE_UID_NE
L_INV_CONTACT,PAGE_CASE_UID
L_INV_CONTACT_INC,PAGE_CASE_UID
L_INV_CONTACT_INC,PAGE_CASE_UID_N
L_INV_CONTACT_INC,PAGE_CASE_UID_NE
L_INV_DEATH,PAGE_CASE_UID
L_INV_DEATH_INC,PAGE_CASE_UID
L_INV_DEATH_INC,PAGE_CASE_UID_N
L_INV_DEATH_INC,PAGE_CASE_UID_NE
L_INV_EPIDEMIOLOGY,PAGE_CASE_UID
L_INV_EPIDEMIOLOGY_INC,PAGE_CASE_UID
L_INV_EPIDEMIOLOGY_INC,PAGE_CASE_UID_N
L_INV_EPIDEMIOLOGY_INC,PAGE_CASE_UID_NE
L_INV_HIV,PAGE_CASE_UID
L_INV_HIV_INC,PAGE_CASE_UID
L_INV_HIV_INC,PAGE_CASE_UID_N
L_INV_HIV_INC,PAGE_CASE_UID_NE
L_INV_ISOLATE_TRACKING,PAGE_CASE_UID
L_INV_ISOLATE_TRACKING_INC,PAGE_CASE_UID
L_INV_ISOLATE_TRACKING_INC,PAGE_CASE_UID_N
L_INV_ISOLATE_TRACKING_INC,PAGE_CASE_UID_NE
L_INV_LAB_FINDING,PAGE_CASE_UID
L_INV_LAB_FINDING_INC,PAGE_CASE_UID
L_INV_LAB_FINDING_INC,PAGE_CASE_UID_N
L_INV_LAB_FINDING_INC,PAGE_CASE_UID_NE
L_INV_MEDICAL_HISTORY,PAGE_CASE_UID
L_INV_MEDICAL_HISTORY_INC,PAGE_CASE_UID
L_INV_MEDICAL_HISTORY_INC,PAGE_CASE_UID_N
L_INV_MEDICAL_HISTORY_INC,PAGE_CASE_UID_NE
L_INV_MOTHER,PAGE_CASE_UID
L_INV_MOTHER_INC,PAGE_CASE_UID
L_INV_MOTHER_INC,PAGE_CASE_UID_N
L_INV_MOTHER_INC,PAGE_CASE_UID_NE
L_INV_OTHER,PAGE_CASE_UID
L_INV_OTHER_INC,PAGE_CASE_UID
L_INV_OTHER_INC,PAGE_CASE_UID_N
L_INV_OTHER_INC,PAGE_CASE_UID_NE
L_INV_PATIENT_OBS,PAGE_CASE_UID
L_INV_PATIENT_OBS_INC,PAGE_CASE_UID
L_INV_PATIENT_OBS_INC,PAGE_CASE_UID_N
L_INV_PATIENT_OBS_INC,PAGE_CASE_UID_NE
L_INV_PLACE_REPEAT,PAGE_CASE_UID
L_INV_PREGNANCY_BIRTH,PAGE_CASE_UID
L_INV_PREGNANCY_BIRTH_INC,PAGE_CASE_UID
L_INV_PREGNANCY_BIRTH_INC,PAGE_CASE_UID_N
L_INV_PREGNANCY_BIRTH_INC,PAGE_CASE_UID_NE
L_INV_RESIDENCY,PAGE_CASE_UID
L_INV_RESIDENCY_INC,PAGE_CASE_UID
L_INV_RESIDENCY_INC,PAGE_CASE_UID_N
L_INV_RESIDENCY_INC,PAGE_CASE_UID_NE
L_INV_RISK_FACTOR,PAGE_CASE_UID
L_INV_RISK_FACTOR_INC,PAGE_CASE_UID
L_INV_RISK_FACTOR_INC,PAGE_CASE_UID_N
L_INV_RISK_FACTOR_INC,PAGE_CASE_UID_NE
L_INV_SOCIAL_HISTORY,PAGE_CASE_UID
L_INV_SOCIAL_HISTORY_INC,PAGE_CASE_UID
L_INV_SOCIAL_HISTORY_INC,PAGE_CASE_UID_N
L_INV_SOCIAL_HISTORY_INC,PAGE_CASE_UID_NE
L_INV_SYMPTOM,PAGE_CASE_UID
L_INV_SYMPTOM_INC,PAGE_CASE_UID
L_INV_SYMPTOM_INC,PAGE_CASE_UID_N
L_INV_SYMPTOM_INC,PAGE_CASE_UID_NE
L_INV_TRAVEL,PAGE_CASE_UID
L_INV_TRAVEL_INC,PAGE_CASE_UID
L_INV_TRAVEL_INC,PAGE_CASE_UID_N
L_INV_TRAVEL_INC,PAGE_CASE_UID_NE
L_INV_TREATMENT,PAGE_CASE_UID
L_INV_TREATMENT_INC,PAGE_CASE_UID
L_INV_TREATMENT_INC,PAGE_CASE_UID_N
L_INV_TREATMENT_INC,PAGE_CASE_UID_NE
L_INV_UNDER_CONDITION,PAGE_CASE_UID
L_INV_UNDER_CONDITION_INC,PAGE_CASE_UID
L_INV_UNDER_CONDITION_INC,PAGE_CASE_UID_N
L_INV_UNDER_CONDITION_INC,PAGE_CASE_UID_NE
L_INV_VACCINATION,PAGE_CASE_UID
L_INV_VACCINATION_INC,PAGE_CASE_UID
L_INV_VACCINATION_INC,PAGE_CASE_UID_N
L_INV_VACCINATION_INC,PAGE_CASE_UID_NE
L_INVESTIGATION,CASE_UID
L_INVESTIGATION_REPEAT,PAGE_CASE_UID
L_INVESTIGATION_REPEAT_INC,PAGE_CASE_UID
L_LAB_TEST,LAB_TEST_UID
L_MOVE_CNTRY,NBS_CASE_ANSWER_UID
L_MOVE_CNTRY,TB_PAM_UID
L_MOVE_CNTY,NBS_CASE_ANSWER_UID
L_MOVE_CNTY,TB_PAM_UID
L_MOVE_STATE,NBS_CASE_ANSWER_UID
L_MOVE_STATE,TB_PAM_UID
L_MOVED_WHERE,NBS_CASE_ANSWER_UID
L_MOVED_WHERE,TB_PAM_UID
L_OBSERVATION_MAP,OBSERVATION_UID
L_OBSERVATION_MAP,SOURCE_ACT_UID1
L_OBSERVATION_MAP,SOURCE_ACT_UID2
L_OBSERVATION_MAP,SOURCE_ACT_UID3
L_OBSERVATION_MAP,SOURCE_ACT_UID4
L_OBSERVATION_MAP,TARGET_ACT_UID1
L_OBSERVATION_MAP,TARGET_ACT_UID2
L_OBSERVATION_MAP,TARGET_ACT_UID3
L_OBSERVATION_MAP,TARGET_ACT_UID4
L_ORGANIZATION,ORGANIZATION_UID
L_OUT_OF_CNTRY,NBS_CASE_ANSWER_UID
L_OUT_OF_CNTRY,TB_PAM_UID
L_PATIENT,PATIENT_UID
L_PCR_SOURCE,NBS_CASE_ANSWER_UID
L_PCR_SOURCE,VAR_PAM_UID
L_PLACE,PLACE_LOCATOR_UID
L_PLACE,PLACE_UID
L_PROVIDER,PROVIDER_UID
L_RASH_LOC_GEN,NBS_CASE_ANSWER_UID
L_RASH_LOC_GEN,VAR_PAM_UID
L_SMR_EXAM_TY,NBS_CASE_ANSWER_UID
L_SMR_EXAM_TY,TB_PAM_UID
L_TB_HIV,TB_PAM_UID
L_TB_PAM,TB_PAM_UID
L_VACCINATION,VACCINATION_UID
L_VAR_PAM,VAR_PAM_UID
LAB100,REPORTING_FACILITY_UID
LAB101,REPORTING_FACILITY_UID
LAB_RESULT_COMMENT,LAB_TEST_UID
LAB_RESULT_VAL,LAB_TEST_UID
LAB_RESULT_VAL_LARGE_TXT,LAB_RPT_UID
LAB_RPT_USER_COMMENT,LAB_TEST_UID
LAB_TEST,LAB_RPT_UID
LAB_TEST,LAB_TEST_UID
LAB_TEST_RESULT,LAB_TEST_UID
LDF_DATAMART_COLUMN_REF,LDF_DATAMART_COLUMN_REF_UID
LDF_DATAMART_COLUMN_REF,LDF_UID
LDF_DATAMART_TABLE_REF,LDF_DATAMART_TABLE_REF_UID
LDF_GROUP,BUSINESS_OBJECT_UID
LOOKUP_TABLE_N_INV_ADMINISTRATIVE,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_CLINICAL,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_COMPLICATION,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_CONTACT,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_DEATH,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_EPIDEMIOLOGY,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_HIV,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_ISOLATE_TRACKING,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_LAB_FINDING,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_MEDICAL_HISTORY,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_MOTHER,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_OTHER,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_PATIENT_OBS,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_PREGNANCY_BIRTH,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_RESIDENCY,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_RISK_FACTOR,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_SOCIAL_HISTORY,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_SYMPTOM,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_TRAVEL,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_TREATMENT,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_UNDER_CONDITION,PAGE_CASE_UID
LOOKUP_TABLE_N_INV_VACCINATION,PAGE_CASE_UID
LOOKUP_TABLE_N_REPT,PAGE_CASE_UID
MISSING_LAB_CASES,ETL_MISSING_RECORD_UID
MISSING_LAB_CASES,PROCESS_UID
MORB_RPT_USER_COMMENT,MORB_RPT_UID
MORBIDITY_REPORT,MORB_RPT_UID
MORBIDITY_REPORT_DATAMART,REPORTING_FACILITY_UID
NBS_CASE_ANSWER_REPT,act_uid
NBS_CASE_ANSWER_REPT,nbs_case_answer_uid
NBS_CASE_ANSWER_REPT,nbs_question_uid
NBS_CASE_ANSWER_REPT,nbs_table_metadata_uid
PAGE_DATE_TABLE_REPT,NBS_CASE_ANSWER_UID
PAGE_DATE_TABLE_REPT,NBS_QUESTION_UID
PAGE_DATE_TABLE_REPT,PAGE_CASE_UID
PHC_CASE_UIDS,PAGE_CASE_UID
PHC_CASE_UIDS_ALL,CASE_MANAGEMENT_UID
PHC_CASE_UIDS_ALL,PAGE_CASE_UID
Phc_keys,public_health_case_uid
PHC_UIDS,CASE_MANAGEMENT_UID
PHC_UIDS,PAGE_CASE_UID
PHC_UIDS_ALL,CASE_MANAGEMENT_UID
PHC_UIDS_ALL,PAGE_CASE_UID
phc_uids_REPT,PAGE_CASE_UID
RDB_TABLE_METADATA,NBS_QUESTION_UID
RDB_UI_METADATA_REPT,NBS_QUESTION_UID
rdb_ui_metadata_rept_temp,NBS_QUESTION_UID
REF_FORMCODE_TRANSLATION,NBS_QUESTION_UID
RESULT_COMMENT_GROUP,LAB_TEST_UID
S_ADDL_RISK,NBS_CASE_ANSWER_UID
S_ADDL_RISK,TB_PAM_UID
S_CONFIRMATION_METHOD_GROUP,public_health_case_uid
S_CONTACT_RECORD,CT_CONTACT_UID
S_DISEASE_SITE,NBS_CASE_ANSWER_UID
S_DISEASE_SITE,TB_PAM_UID
S_GT_12_REAS,NBS_CASE_ANSWER_UID
S_GT_12_REAS,TB_PAM_UID
S_HC_PROV_TY_3,NBS_CASE_ANSWER_UID
S_HC_PROV_TY_3,TB_PAM_UID
S_INTERVIEW,interview_uid
S_INTERVIEW_NOTE,ACT_UID
S_INTERVIEW_NOTE,NBS_ANSWER_UID
S_INV_ADMINISTRATIVE,NBS_CASE_ANSWER_UID
S_INV_ADMINISTRATIVE,PAGE_CASE_UID
S_INV_ADMINISTRATIVE_INC,NBS_CASE_ANSWER_UID
S_INV_ADMINISTRATIVE_INC,PAGE_CASE_UID
S_INV_CLINICAL,NBS_CASE_ANSWER_UID
S_INV_CLINICAL,PAGE_CASE_UID
S_INV_CLINICAL_INC,NBS_CASE_ANSWER_UID
S_INV_CLINICAL_INC,PAGE_CASE_UID
S_INV_COMPLICATION,NBS_CASE_ANSWER_UID
S_INV_COMPLICATION,PAGE_CASE_UID
S_INV_COMPLICATION_INC,NBS_CASE_ANSWER_UID
S_INV_COMPLICATION_INC,PAGE_CASE_UID
S_INV_CONTACT,NBS_CASE_ANSWER_UID
S_INV_CONTACT,PAGE_CASE_UID
S_INV_CONTACT_INC,NBS_CASE_ANSWER_UID
S_INV_CONTACT_INC,PAGE_CASE_UID
S_INV_DEATH,NBS_CASE_ANSWER_UID
S_INV_DEATH,PAGE_CASE_UID
S_INV_DEATH_INC,NBS_CASE_ANSWER_UID
S_INV_DEATH_INC,PAGE_CASE_UID
S_INV_EPIDEMIOLOGY,NBS_CASE_ANSWER_UID
S_INV_EPIDEMIOLOGY,PAGE_CASE_UID
S_INV_EPIDEMIOLOGY_INC,NBS_CASE_ANSWER_UID
S_INV_EPIDEMIOLOGY_INC,PAGE_CASE_UID
S_INV_HIV,NBS_CASE_ANSWER_UID
S_INV_HIV,PAGE_CASE_UID
